method	path	controller	authentication	tenant_scope_evidence	authorization_evidence	mapping_conditions	deprecated	version	owner	usage	eol
OPTIONS	/api/goals/{id}	ooo.klae.connex.backend.controllers.GoalController#delete	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	GOAL_MANAGE; GoalService#delete:GOAL_MANAGE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/goals/{id}	ooo.klae.connex.backend.controllers.GoalController#get	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	GOAL_READ; GoalService#get:GOAL_READ	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/goals/{id}	ooo.klae.connex.backend.controllers.GoalController#update	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	GOAL_MANAGE; GoalService#update:GOAL_MANAGE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/health	ooo.klae.connex.backend.controllers.HealthController#health	authenticated	no MVC workspace resolution; domain scope if applicable	controller/filter boundary; no direct annotated service call	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/health/ready	ooo.klae.connex.backend.controllers.HealthController#ready	authenticated	no MVC workspace resolution; domain scope if applicable	HealthService#readiness:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/identity-collisions	ooo.klae.connex.backend.controllers.IdentityCollisionController#list	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	IdentityCollisionService#list:REPORT_READ; REPORT_READ	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/identity-collisions/members/query	ooo.klae.connex.backend.controllers.IdentityCollisionController#listMembers	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	IdentityCollisionService#listMembers:REPORT_READ; REPORT_READ	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/imports/companies	ooo.klae.connex.backend.controllers.ImportController#importCompanies	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ImportService#commitCompanies:COMPANY_CREATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/imports/companies/preview	ooo.klae.connex.backend.controllers.ImportController#previewCompanies	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ImportService#previewCompanies:COMPANY_CREATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/imports/deals	ooo.klae.connex.backend.controllers.ImportController#importDeals	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ImportService#commitDeals:DEAL_CREATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/imports/deals/preview	ooo.klae.connex.backend.controllers.ImportController#previewDeals	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ImportService#previewDeals:DEAL_CREATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/imports/history/activities	ooo.klae.connex.backend.controllers.InteractionHistoryImportController#importActivities	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	InteractionHistoryImportService#commitActivities:ACTIVITY_CREATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/imports/history/activities/preview	ooo.klae.connex.backend.controllers.InteractionHistoryImportController#previewActivities	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	InteractionHistoryImportService#previewActivities:ACTIVITY_CREATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/imports/history/notes	ooo.klae.connex.backend.controllers.InteractionHistoryImportController#importNotes	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	InteractionHistoryImportService#commitNotes:NOTE_CREATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/imports/history/notes/preview	ooo.klae.connex.backend.controllers.InteractionHistoryImportController#previewNotes	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	InteractionHistoryImportService#previewNotes:NOTE_CREATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/imports/history/tasks	ooo.klae.connex.backend.controllers.InteractionHistoryImportController#importTasks	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	InteractionHistoryImportService#commitTasks:TASK_CREATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/imports/history/tasks/preview	ooo.klae.connex.backend.controllers.InteractionHistoryImportController#previewTasks	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	InteractionHistoryImportService#previewTasks:TASK_CREATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/imports/persons	ooo.klae.connex.backend.controllers.ImportController#importPersons	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ImportService#commitPersons:PERSON_CREATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/imports/persons/preview	ooo.klae.connex.backend.controllers.ImportController#previewPersons	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ImportService#previewPersons:PERSON_CREATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/imports/products	ooo.klae.connex.backend.controllers.ProductImportController#importProducts	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ProductImportService#commitProducts:PRODUCT_MANAGE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/imports/products/preview	ooo.klae.connex.backend.controllers.ProductImportController#previewProducts	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ProductImportService#previewProducts:PRODUCT_MANAGE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/introductions	ooo.klae.connex.backend.controllers.IntroductionController#getLineage	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	IntroductionService#getLineage:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/introductions	ooo.klae.connex.backend.controllers.IntroductionController#recordIntroduction	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	IntroductionService#createIntroduction:PERSON_UPDATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/introductions/dismiss	ooo.klae.connex.backend.controllers.IntroductionController#dismissSuggestion	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	IntroductionService#dismissSuggestion:PERSON_UPDATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/introductions/overview	ooo.klae.connex.backend.controllers.IntroductionController#getOverview	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	IntroductionService#getOverview:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/introductions/paths	ooo.klae.connex.backend.controllers.IntroductionController#getPaths	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	WarmPathService#getPaths:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/introductions/paths/accept	ooo.klae.connex.backend.controllers.IntroductionController#acceptPath	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	WarmPathService#acceptPath:PERSON_UPDATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/introductions/paths/dismiss	ooo.klae.connex.backend.controllers.IntroductionController#dismissPath	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	WarmPathService#dismissPath:PERSON_UPDATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
